Name,Status,URL
"
100-027-612WB M16 Sand Cutter Bolt Carrier


Mfr Part: 300911

",Out of Stock,https://www.brownells.com/rifle-parts/bolt-parts/bolt-carrier-parts/bolt-carriers/m16-sand-cutter-bolt-carrier-prod118544.aspx
